date,beef,veal,pork,lamb_and_mutton,broilers,other_chicken,turkey
1972-07-01,1692,33,902,37,636.6,,186.9
1972-06-01,1913,35,1087,42,713.1,,149
1972-05-01,1936,35,1160,44,715.4,,74.6
1972-04-01,1717,34,1139,44,623.7,,44.3
1972-03-01,1867,41,1320,51,652.7,,45.8
1972-02-01,1711,37,1078,44,596.1,,45.2
1972-01-01,1792,40,1105,47,616.1,,57.6
1971-12-01,1768,40,1307,46,600.7,,146.1
1971-11-01,1786,42,1296,44,576.2,,242.9
1971-10-01,1824,43,1213,48,624.5,,256
1971-09-01,1889,45,1234,47,630.9,,235.8
1971-08-01,1836,42,1150,41,673.7,,221.2
1971-07-01,1850,43,1057,41,619.4,,177.1
1971-06-01,1914,43,1197,42,654.3,,127.7
1971-05-01,1761,42,1188,41,592.1,,63.1
1971-04-01,1771,44,1293,49,599.4,,47.7
1971-03-01,1866,48,1333,51,616.5,,42.7
1971-02-01,1617,41,1073,45,530.3,,31.5
1971-01-01,1817,44,1265,50,563.1,,49.9
1970-12-01,1851,44,1372,46,561.5,,149.2
1970-11-01,1696,43,1255,39,512.9,,244.9
1970-10-01,1913,49,1278,48,633.4,,276.9
1970-09-01,1868,49,1156,46,613.5,,244.6
1970-08-01,1734,46,1008,41,611.5,,212
1970-07-01,1808,47,990,44,657,,172.1
1970-06-01,1807,45,981,44,666.1,,109.5
1970-05-01,1736,45,1015,43,601.4,,44.9
1970-04-01,1783,47,1137,51,628,,27.6
1970-03-01,1760,49,1076,49,573.1,,22.1
1970-02-01,1644,44,929,41,522.9,,22.2
1970-01-01,1872,50,1051,47,580.1,,40.5
1969-12-01,1804,50,1109,44,553.2,,147.4
1969-11-01,1641,49,1003,40,461.3,,229.7
1969-10-01,1995,61,1188,49,610.5,,266.5
1969-09-01,1855,57,1073,47,578,,225.8
1969-08-01,1734,52,943,41,573.8,,185.3
1969-07-01,1765,53,970,42,568.4,,145.5
1969-06-01,1666,50,964,42,573.9,,85.4
1969-05-01,1685,50,1028,45,562.7,,39
1969-04-01,1667,52,1145,46,533.5,,21
1969-03-01,1660,53,1131,45,482.6,,23.4
1969-02-01,1631,52,1050,42,445.6,,21.3
1969-01-01,1857,60,1170,55,540.7,,42.6
1968-12-01,1647,54,1162,46,464,,162
1968-11-01,1661,61,1143,45,425.7,,245.6
1968-10-01,1917,67,1249,56,572,,277.2
1968-09-01,1725,59,1059,51,502.8,,221.2
1968-08-01,1798,59,996,49,547.7,,194
1968-07-01,1787,57,943,49,550.9,,122.3
1968-06-01,1645,52,895,45,497.1,,69.5
1968-05-01,1795,57,1110,50,532.2,,39.1
1968-04-01,1638,56,1113,49,484.9,,25.9
1968-03-01,1620,57,1060,46,448.8,,21.8
1968-02-01,1633,54,986,48,429,,25.1
1968-01-01,1798,63,1150,59,483.9,,51.9
1967-12-01,1593,54,1095,49,429.5,,177.3
1967-11-01,1616,64,1142,50,449.3,,278.1
1967-10-01,1726,70,1154,55,525.5,,286.3
1967-09-01,1647,66,1046,55,503.7,,253.3
1967-08-01,1738,68,1009,54,573.5,,246
1967-07-01,1604,59,838,48,488.1,,153.4
1967-06-01,1748,60,919,49,548,,102.4
1967-05-01,1763,59,930,49,552,,46.4
1967-04-01,1595,57,1020,49,455.9,,25.2
1967-03-01,1693,65,1136,61,472,,26.5
1967-02-01,1540,59,980,57,403.6,,24.8
1967-01-01,1728,67,1108,61,474.9,,45.3
1966-12-01,1642,64,1106,51,472.7,,174.1
1966-11-01,1650,72,1094,50,435.3,,274.9
1966-10-01,1668,76,1029,56,497.1,,271.9
1966-09-01,1714,76,991,57,515.4,,239.9
1966-08-01,1736,79,879,55,540.4,,196.4
1966-07-01,1559,68,747,50,465.2,,114.5
1966-06-01,1700,70,841,56,514.3,,79.5
1966-05-01,1583,66,875,54,469.7,,35.7
1966-04-01,1508,68,923,55,449.6,,20.5
1966-03-01,1606,79,1006,59,439.4,,17
1966-02-01,1468,69,809,45,397.8,,18.1
1966-01-01,1659,75,830,51,407,,35.5
1965-12-01,1585,72,863,51,421.4,,152.5
1965-11-01,1570,83,935,52,398.9,,275.1
1965-10-01,1603,88,920,57,456.9,,262.1
1965-09-01,1624,90,917,59,469.8,,224.4
1965-08-01,1567,85,806,52,483.2,,163.6
1965-07-01,1520,77,755,51,467.3,,95.7
1965-06-01,1530,74,804,50,486.8,,54.7
1965-05-01,1431,66,803,50,433.1,,27
1965-04-01,1423,73,972,55,420.3,,15.6
1965-03-01,1568,80,1075,55,407.7,,14.5
1965-02-01,1365,69,872,48,353,,13.7
1965-01-01,1539,79,1014,59,396,,31.2
1964-12-01,1560,77,1118,59,376.3,,143
1964-11-01,1454,82,1106,55,339.3,,250.6
1964-10-01,1623,97,1140,64,413.2,,258.3
1964-09-01,1536,91,939,59,419.9,,208.3
1964-08-01,1477,84,814,53,432.8,,145.6
1964-07-01,1545,81,853,58,436,,86.6
1964-06-01,1589,72,868,55,454.5,,52.6
1964-05-01,1511,66,921,55,423,,29.9
1964-04-01,1515,68,1073,60,406.6,,18
1964-03-01,1414,69,1052,59,371.2,,15.6
1964-02-01,1301,64,973,55,345.6,,12.5
1964-01-01,1512,77,1162,71,391.8,,32.1
1963-12-01,1316,67,1130,60,371.2,,142.1
1963-11-01,1299,70,1075,59,326.3,,217.4
1963-10-01,1513,84,1110,76,409.3,,251.8
1963-09-01,1342,76,954,65,390.4,,193.7
1963-08-01,1397,76,856,64,431.2,,137.7
1963-07-01,1370,71,850,64,444.2,,74.8
1963-06-01,1311,61,824,53,414,,42
1963-05-01,1404,65,986,59,417.2,,30.9
1963-04-01,1304,65,1037,62,379.4,,16.7
1963-03-01,1276,68,1056,63,343.5,,12.4
1963-02-01,1171,66,922,59,303.1,,13.2
1963-01-01,1346,78,1063,73,377.5,,31
1962-12-01,1146,69,993,60,322.9,,128
1962-11-01,1209,79,1052,65,342.3,,231.2
1962-10-01,1357,93,1092,77,408.6,,237.2
1962-09-01,1194,81,787,67,343.5,,163.2
1962-08-01,1343,86,867,65,415.7,,121.5
1962-07-01,1284,76,798,62,397,,59.2
1962-06-01,1275,73,853,56,421.4,,44.5
1962-05-01,1312,79,964,66,427.8,,32.5
1962-04-01,1141,71,932,66,362.3,,19.2
1962-03-01,1232,78,1010,68,339.5,,13.8
1962-02-01,1111,69,864,66,275.8,,12.6
1962-01-01,1327,82,1017,77,304,,33.9
1961-12-01,1169,71,950,62,275.8,,138
1961-11-01,1237,84,1034,65,306,,249.4
1961-10-01,1336,91,993,73,385.2,,248.3
1961-09-01,1267,85,838,67,373,,179.4
1961-08-01,1344,89,842,68,427.5,,143.6
1961-07-01,1223,74,723,60,412.4,,82
1961-06-01,1333,79,854,66,442.4,,72.8
1961-05-01,1321,79,923,75,421.3,,44.8
1961-04-01,1137,72,823,71,357.9,,22.4
1961-03-01,1242,82,980,75,331.7,,24.3
1961-02-01,1086,73,823,63,255.8,,16.1
1961-01-01,1235,81,947,73,297.8,,34.9
1960-12-01,1149,80,957,61,280.8,,125.1
1960-11-01,1190,91,956,64,285.9,,181.3
1960-10-01,1263,97,885,70,324.6,,192.3
1960-09-01,1298,101,845,68,341.4,,149.6
1960-08-01,1307,99,850,65,379.3,,109.5
1960-07-01,1166,85,724,57,323.6,,51.9
1960-06-01,1247,85,852,60,339.8,,46
1960-05-01,1202,77,905,61,331.7,,27.1
1960-04-01,1066,75,910,59,301.6,,16.2
1960-03-01,1201,83,981,61,283.6,,13.4
1960-02-01,1089,73,940,60,250.9,,14
1960-01-01,1196,79,1058,68,255.9,,22.1
1959-12-01,1160,80,1125,64,,,
1959-11-01,1080,80,1028,57,,,
1959-10-01,1186,92,1060,64,,,
1959-09-01,1177,87,926,63,,,
1959-08-01,1083,76,792,52,,,
1959-07-01,1166,80,842,57,,,
1959-06-01,1109,76,825,54,,,
1959-05-01,1071,70,823,54,,,
1959-04-01,1099,73,920,61,,,
1959-03-01,1029,73,918,64,,,
1959-02-01,946,67,907,60,,,
1959-01-01,1127,75,965,74,,,
1958-12-01,1091,83,949,59,,,
1958-11-01,978,81,858,48,,,
1958-10-01,1220,103,932,59,,,
1958-09-01,1148,94,822,55,,,
1958-08-01,1079,92,718,50,,,
1958-07-01,1148,96,714,53,,,
1958-06-01,1078,91,710,55,,,
1958-05-01,1062,90,734,62,,,
1958-04-01,1023,90,806,65,,,
1958-03-01,985,91,775,56,,,
1958-02-01,960,86,708,53,,,
1958-01-01,1211,106,892,59,,,
1957-12-01,1064,98,882,52,,,
1957-11-01,1072,110,865,50,,,
1957-10-01,1268,140,935,62,,,
1957-09-01,1151,131,760,56,,,
1957-08-01,1196,138,694,56,,,
1957-07-01,1220,132,687,60,,,
1957-06-01,1086,115,663,53,,,
1957-05-01,1203,118,785,60,,,
1957-04-01,1085,113,786,57,,,
1957-03-01,1099,112,831,56,,,
1957-02-01,1082,107,778,60,,,
1957-01-01,1326,128,913,72,,,
1956-12-01,1143,111,894,56,,,
1956-11-01,1201,141,1011,58,,,
1956-10-01,1304,169,967,71,,,
1956-09-01,1105,141,767,57,,,
1956-08-01,1202,151,721,62,,,
1956-07-01,1198,133,690,57,,,
1956-06-01,1172,124,711,52,,,
1956-05-01,1194,122,777,54,,,
1956-04-01,1122,113,812,60,,,
1956-03-01,1131,113,954,66,,,
1956-02-01,1087,108,923,64,,,
1956-01-01,1231,115,1057,71,,,
1955-12-01,1114,113,1145,61,,,
1955-11-01,1136,129,1073,60,,,
1955-10-01,1172,142,948,62,,,
1955-09-01,1206,147,808,66,,,
1955-08-01,1227,143,726,62,,,
1955-07-01,1045,123,594,53,,,
1955-06-01,1144,130,667,60,,,
1955-05-01,1075,118,707,64,,,
1955-04-01,1013,109,744,63,,,
1955-03-01,1084,119,905,68,,,
1955-02-01,924,100,771,59,,,
1955-01-01,1073,114,939,66,,,
1954-12-01,1074,123,1012,61,,,
1954-11-01,1059,134,947,59,,,
1954-10-01,1086,153,818,63,,,
1954-09-01,1098,154,757,62,,,
1954-08-01,1080,149,641,60,,,
1954-07-01,1078,143,596,59,,,
1954-06-01,1066,138,649,59,,,
1954-05-01,1007,115,616,54,,,
1954-04-01,988,111,661,58,,,
1954-03-01,1068,121,770,61,,,
1954-02-01,921,99,656,59,,,
1954-01-01,1076,111,809,66,,,
1953-12-01,1093,122,873,64,,,
1953-11-01,1037,133,888,58,,,
1953-10-01,1144,162,793,73,,,
1953-09-01,1085,152,664,64,,,
1953-08-01,1007,142,582,55,,,
1953-07-01,1034,138,597,54,,,
1953-06-01,999,128,644,50,,,
1953-05-01,961,107,619,52,,,
1953-04-01,989,102,714,58,,,
1953-03-01,931,94,809,63,,,
1953-02-01,849,80,759,57,,,
1953-01-01,926,91,1029,67,,,
1952-12-01,857,100,1179,62,,,
1952-11-01,768,105,937,52,,,
1952-10-01,933,128,894,68,,,
1952-09-01,841,111,720,59,,,
1952-08-01,793,100,637,49,,,
1952-07-01,786,94,653,43,,,
1952-06-01,698,83,727,46,,,
1952-05-01,742,77,736,49,,,
1952-04-01,703,71,839,50,,,
1952-03-01,685,70,924,51,,,
1952-02-01,721,66,945,52,,,
1952-01-01,810,75,1130,54,,,
1951-12-01,699,68,1077,41,,,
1951-11-01,768,91,1023,47,,,
1951-10-01,789,106,885,53,,,
1951-09-01,697,87,715,41,,,
1951-08-01,767,98,753,44,,,
1951-07-01,676,86,686,42,,,
1951-06-01,591,78,798,39,,,
1951-05-01,716,71,798,34,,,
1951-04-01,658,67,813,36,,,
1951-03-01,696,73,837,39,,,
1951-02-01,650,66,720,38,,,
1951-01-01,842,81,1085,54,,,
1950-12-01,773,82,1089,45,,,
1950-11-01,794,98,978,47,,,
1950-10-01,814,105,806,51,,,
1950-09-01,832,107,667,51,,,
1950-08-01,829,108,633,52,,,
1950-07-01,754,97,617,46,,,
1950-06-01,753,97,718,48,,,
1950-05-01,774,93,716,47,,,
1950-04-01,694,87,702,44,,,
1950-03-01,775,96,807,49,,,
1950-02-01,676,80,699,46,,,
1950-01-01,780,87,965,55,,,
1949-12-01,717,97,1041,53,,,
1949-11-01,751,119,957,52,,,
1949-10-01,772,120,764,56,,,
1949-09-01,821,121,637,55,,,
1949-08-01,835,123,605,54,,,
1949-07-01,743,103,584,45,,,
1949-06-01,765,103,657,42,,,
1949-05-01,747,92,630,38,,,
1949-04-01,721,91,647,34,,,
1949-03-01,794,98,737,47,,,
1949-02-01,697,82,701,51,,,
1949-01-01,779,91,915,60,,,
1948-12-01,783,106,1011,63,,,
1948-11-01,744,119,896,67,,,
1948-10-01,752,126,690,73,,,
1948-09-01,773,127,514,68,,,
1948-08-01,705,121,463,59,,,
1948-07-01,681,116,576,55,,,
1948-06-01,733,118,774,58,,,
1948-05-01,650,97,653,47,,,
1948-04-01,700,101,629,53,,,
1948-03-01,727,99,672,60,,,
1948-02-01,662,87,679,60,,,
1948-01-01,856,106,929,65,,,
1947-12-01,843,118,1065,67,,,
1947-11-01,813,145,932,66,,,
1947-10-01,924,163,700,76,,,
1947-09-01,888,154,549,66,,,
1947-08-01,766,131,534,57,,,
1947-07-01,839,136,661,59,,,
1947-06-01,804,118,667,60,,,
1947-05-01,846,110,678,65,,,
1947-04-01,831,108,656,65,,,
1947-03-01,829,104,606,62,,,
1947-02-01,778,93,709,62,,,
1947-01-01,935,113,1054,74,,,
1946-12-01,856,114,962,64,,,
1946-11-01,844,142,1010,71,,,
1946-10-01,840,167,662,96,,,
1946-09-01,366,98,124,63,,,
1946-08-01,871,138,601,72,,,
1946-07-01,954,140,903,77,,,
1946-06-01,461,78,505,75,,,
1946-05-01,605,83,810,65,,,
1946-04-01,734,91,846,83,,,
1946-03-01,796,92,780,97,,,
1946-02-01,827,85,966,109,,,
1946-01-01,856,101,1051,74,,,
1945-12-01,783,118,1103,90,,,
1945-11-01,933,173,945,86,,,
1945-10-01,1022,201,628,95,,,
1945-09-01,910,164,535,80,,,
1945-08-01,858,145,531,77,,,
1945-07-01,736,117,610,82,,,
1945-06-01,739,110,674,87,,,
1945-05-01,747,103,682,87,,,
1945-04-01,736,98,651,78,,,
1945-03-01,836,107,723,87,,,
1945-02-01,816,97,724,81,,,
1945-01-01,820,119,1037,100,,,
1944-12-01,764,146,1013,91,,,
1944-11-01,786,197,944,91,,,
1944-10-01,834,215,777,100,,,
1944-09-01,774,182,678,91,,,
1944-08-01,787,175,748,87,,,
1944-07-01,662,142,796,82,,,
1944-06-01,658,125,962,79,,,
1944-05-01,681,106,1029,78,,,
1944-04-01,650,89,978,66,,,
1944-03-01,741,90,1128,75,,,
1944-02-01,713,77,1169,72,,,
1944-01-01,751,85,1280,89,,,
